rep,trial_number,attempt_id,status
13,1,r13t01a1,ok
13,2,r13t02a1,ok
13,3,r13t03a1,ok
13,4,r13t04a1,ok
13,5,r13t05a1,ok
13,6,r13t06a1,ok
13,7,r13t07a1,ok
13,8,r13t08a1,ok
13,9,r13t09a1,ok
13,10,r13t10a1,ok
13,11,r13t11a1,ok
13,12,r13t12a1,ok
13,13,r13t13a1,ok
13,14,r13t14a1,ok
13,15,r13t15a1,ok
13,16,r13t16a1,ok
13,17,r13t17a1,ok
13,18,r13t18a1,ok
13,19,r13t19a1,ok
13,20,r13t20a1,ok
13,21,r13t21a1,ok
13,22,r13t22a1,ok
13,23,r13t23a1,ok
13,24,r13t24a1,ok
13,25,r13t25a1,ok
13,26,r13t26a1,ok
13,27,r13t27a1,ok
13,28,r13t28a1,ok
13,29,r13t29a1,ok
13,30,r13t30a1,ok
13,31,r13t31a1,ok
13,32,r13t32a1,ok
13,33,r13t33a1,ok
13,34,r13t34a1,ok
13,35,r13t35a1,ok
13,36,r13t36a1,ok
