rep,trial_number,attempt_id,status
208,1,r208t01a1,ok
208,2,r208t02a1,ok
208,3,r208t03a1,ok
208,4,r208t04a1,ok
208,5,r208t05a1,ok
208,6,r208t06a1,ok
208,7,r208t07a1,ok
208,8,r208t08a1,ok
208,9,r208t09a1,ok
208,10,r208t10a1,ok
208,11,r208t11a1,ok
208,12,r208t12a1,ok
208,13,r208t13a1,ok
208,14,r208t14a1,ok
208,15,r208t15a1,ok
208,16,r208t16a1,ok
208,17,r208t17a1,ok
208,18,r208t18a1,ok
208,19,r208t19a1,ok
208,20,r208t20a1,ok
208,21,r208t21a1,ok
208,22,r208t22a1,ok
208,23,r208t23a1,ok
208,24,r208t24a1,ok
208,25,r208t25a1,ok
208,26,r208t26a1,ok
208,27,r208t27a1,ok
208,28,r208t28a1,ok
208,29,r208t29a1,ok
208,30,r208t30a1,ok
208,31,r208t31a1,ok
208,32,r208t32a1,ok
208,33,r208t33a1,ok
208,34,r208t34a1,ok
208,35,r208t35a1,ok
208,36,r208t36a1,ok
