rep,trial_number,attempt_id,status
248,1,r248t01a1,ok
248,2,r248t02a1,ok
248,3,r248t03a1,ok
248,4,r248t04a1,ok
248,5,r248t05a1,ok
248,6,r248t06a1,ok
248,7,r248t07a1,ok
248,8,r248t08a1,ok
248,9,r248t09a1,ok
248,10,r248t10a1,ok
248,11,r248t11a1,ok
248,12,r248t12a1,ok
248,13,r248t13a1,ok
248,14,r248t14a1,ok
248,15,r248t15a1,ok
248,16,r248t16a1,ok
248,17,r248t17a1,ok
248,18,r248t18a1,ok
248,19,r248t19a1,ok
248,20,r248t20a1,ok
248,21,r248t21a1,ok
248,22,r248t22a1,ok
248,23,r248t23a1,ok
248,24,r248t24a1,ok
248,25,r248t25a1,ok
248,26,r248t26a1,ok
248,27,r248t27a1,ok
248,28,r248t28a1,ok
248,29,r248t29a1,ok
248,30,r248t30a1,ok
248,31,r248t31a1,ok
248,32,r248t32a1,ok
248,33,r248t33a1,ok
248,34,r248t34a1,ok
248,35,r248t35a1,ok
248,36,r248t36a1,ok
