rep,trial_number,attempt_id,status
41,1,r41t01a1,ok
41,2,r41t02a1,ok
41,3,r41t03a1,ok
41,4,r41t04a1,ok
41,5,r41t05a1,ok
41,6,r41t06a1,ok
41,7,r41t07a1,ok
41,8,r41t08a1,ok
41,9,r41t09a1,ok
41,10,r41t10a1,ok
41,11,r41t11a1,ok
41,12,r41t12a1,ok
41,13,r41t13a1,ok
41,14,r41t14a1,ok
41,15,r41t15a1,ok
41,16,r41t16a1,ok
41,17,r41t17a1,ok
41,18,r41t18a1,ok
41,19,r41t19a1,ok
41,20,r41t20a1,ok
41,21,r41t21a1,ok
41,22,r41t22a1,ok
41,23,r41t23a1,ok
41,24,r41t24a1,ok
41,25,r41t25a1,ok
41,26,r41t26a1,ok
41,27,r41t27a1,ok
41,28,r41t28a1,ok
41,29,r41t29a1,ok
41,30,r41t30a1,ok
41,31,r41t31a1,ok
41,32,r41t32a1,ok
41,33,r41t33a1,ok
41,34,r41t34a1,ok
41,35,r41t35a1,ok
41,36,r41t36a1,ok
