rep,trial_number,attempt_id,status
63,1,r63t01a1,ok
63,2,r63t02a1,ok
63,3,r63t03a1,ok
63,4,r63t04a1,ok
63,5,r63t05a1,ok
63,6,r63t06a1,ok
63,7,r63t07a1,ok
63,8,r63t08a1,ok
63,9,r63t09a1,ok
63,10,r63t10a1,ok
63,11,r63t11a1,ok
63,12,r63t12a1,ok
63,13,r63t13a1,ok
63,14,r63t14a1,ok
63,15,r63t15a1,ok
63,16,r63t16a1,ok
63,17,r63t17a1,ok
63,18,r63t18a1,ok
63,19,r63t19a1,ok
63,20,r63t20a1,ok
63,21,r63t21a1,ok
63,22,r63t22a1,ok
63,23,r63t23a1,ok
63,24,r63t24a1,ok
63,25,r63t25a1,ok
63,26,r63t26a1,ok
63,27,r63t27a1,ok
63,28,r63t28a1,ok
63,29,r63t29a1,ok
63,30,r63t30a1,ok
63,31,r63t31a1,ok
63,32,r63t32a1,ok
63,33,r63t33a1,ok
63,34,r63t34a1,ok
63,35,r63t35a1,ok
63,36,r63t36a1,ok
