rep,trial_number,attempt_id,status
64,1,r64t01a1,ok
64,2,r64t02a1,ok
64,3,r64t03a1,ok
64,4,r64t04a1,ok
64,5,r64t05a1,ok
64,6,r64t06a1,ok
64,7,r64t07a1,ok
64,8,r64t08a1,ok
64,9,r64t09a1,ok
64,10,r64t10a1,ok
64,11,r64t11a1,ok
64,12,r64t12a1,ok
64,13,r64t13a1,ok
64,14,r64t14a1,ok
64,15,r64t15a1,ok
64,16,r64t16a1,ok
64,17,r64t17a1,ok
64,18,r64t18a1,ok
64,19,r64t19a1,ok
64,20,r64t20a1,ok
64,21,r64t21a1,ok
64,22,r64t22a1,ok
64,23,r64t23a1,ok
64,24,r64t24a1,ok
64,25,r64t25a1,ok
64,26,r64t26a1,ok
64,27,r64t27a1,ok
64,28,r64t28a1,ok
64,29,r64t29a1,ok
64,30,r64t30a1,ok
64,31,r64t31a1,ok
64,32,r64t32a1,ok
64,33,r64t33a1,ok
64,34,r64t34a1,ok
64,35,r64t35a1,ok
64,36,r64t36a1,ok
