rep,trial_number,attempt_id,status
44,1,r44t01a1,ok
44,2,r44t02a1,ok
44,3,r44t03a1,ok
44,4,r44t04a1,ok
44,5,r44t05a1,ok
44,6,r44t06a1,ok
44,7,r44t07a1,ok
44,8,r44t08a1,ok
44,9,r44t09a1,ok
44,10,r44t10a1,ok
44,11,r44t11a1,ok
44,12,r44t12a1,ok
44,13,r44t13a1,ok
44,14,r44t14a1,ok
44,15,r44t15a1,ok
44,16,r44t16a1,ok
44,17,r44t17a1,ok
44,18,r44t18a1,ok
44,19,r44t19a1,ok
44,20,r44t20a1,ok
44,21,r44t21a1,ok
44,22,r44t22a1,ok
44,23,r44t23a1,ok
44,24,r44t24a1,ok
44,25,r44t25a1,ok
44,26,r44t26a1,ok
44,27,r44t27a1,ok
44,28,r44t28a1,ok
44,29,r44t29a1,ok
44,30,r44t30a1,ok
44,31,r44t31a1,ok
44,32,r44t32a1,ok
44,33,r44t33a1,ok
44,34,r44t34a1,ok
44,35,r44t35a1,ok
44,36,r44t36a1,ok
