rep,trial_number,attempt_id,status
152,1,r152t01a1,ok
152,2,r152t02a1,ok
152,3,r152t03a1,ok
152,4,r152t04a1,ok
152,5,r152t05a1,ok
152,6,r152t06a1,ok
152,7,r152t07a1,ok
152,8,r152t08a1,ok
152,9,r152t09a1,ok
152,10,r152t10a1,ok
152,11,r152t11a1,ok
152,12,r152t12a1,ok
152,13,r152t13a1,ok
152,14,r152t14a1,ok
152,15,r152t15a1,ok
152,16,r152t16a1,ok
152,17,r152t17a1,ok
152,18,r152t18a1,ok
152,19,r152t19a1,ok
152,20,r152t20a1,ok
152,21,r152t21a1,ok
152,22,r152t22a1,ok
152,23,r152t23a1,ok
152,24,r152t24a1,ok
152,25,r152t25a1,ok
152,26,r152t26a1,ok
152,27,r152t27a1,ok
152,28,r152t28a1,ok
152,29,r152t29a1,ok
152,30,r152t30a1,ok
152,31,r152t31a1,ok
152,32,r152t32a1,ok
152,33,r152t33a1,ok
152,34,r152t34a1,ok
152,35,r152t35a1,ok
152,36,r152t36a1,ok
