rep,trial_number,attempt_id,status
16,1,r16t01a1,ok
16,2,r16t02a1,ok
16,3,r16t03a1,ok
16,4,r16t04a1,ok
16,5,r16t05a1,ok
16,6,r16t06a1,ok
16,7,r16t07a1,ok
16,8,r16t08a1,ok
16,9,r16t09a1,ok
16,10,r16t10a1,ok
16,11,r16t11a1,ok
16,12,r16t12a1,ok
16,13,r16t13a1,ok
16,14,r16t14a1,ok
16,15,r16t15a1,ok
16,16,r16t16a1,ok
16,17,r16t17a1,ok
16,18,r16t18a1,ok
16,19,r16t19a1,ok
16,20,r16t20a1,ok
16,21,r16t21a1,ok
16,22,r16t22a1,ok
16,23,r16t23a1,ok
16,24,r16t24a1,ok
16,25,r16t25a1,ok
16,26,r16t26a1,ok
16,27,r16t27a1,ok
16,28,r16t28a1,ok
16,29,r16t29a1,ok
16,30,r16t30a1,ok
16,31,r16t31a1,ok
16,32,r16t32a1,ok
16,33,r16t33a1,ok
16,34,r16t34a1,ok
16,35,r16t35a1,ok
16,36,r16t36a1,ok
