rep,trial_number,attempt_id,status
68,1,r68t01a1,ok
68,2,r68t02a1,ok
68,3,r68t03a1,ok
68,4,r68t04a1,ok
68,5,r68t05a1,ok
68,6,r68t06a1,ok
68,7,r68t07a1,ok
68,8,r68t08a1,ok
68,9,r68t09a1,ok
68,10,r68t10a1,ok
68,11,r68t11a1,ok
68,12,r68t12a1,ok
68,13,r68t13a1,ok
68,14,r68t14a1,ok
68,15,r68t15a1,ok
68,16,r68t16a1,ok
68,17,r68t17a1,ok
68,18,r68t18a1,ok
68,19,r68t19a1,ok
68,20,r68t20a1,ok
68,21,r68t21a1,ok
68,22,r68t22a1,ok
68,23,r68t23a1,ok
68,24,r68t24a1,ok
68,25,r68t25a1,ok
68,26,r68t26a1,ok
68,27,r68t27a1,ok
68,28,r68t28a1,ok
68,29,r68t29a1,ok
68,30,r68t30a1,ok
68,31,r68t31a1,ok
68,32,r68t32a1,ok
68,33,r68t33a1,ok
68,34,r68t34a1,ok
68,35,r68t35a1,ok
68,36,r68t36a1,ok
