rep,trial_number,attempt_id,status
73,1,r73t01a1,ok
73,2,r73t02a1,ok
73,3,r73t03a1,ok
73,4,r73t04a1,ok
73,5,r73t05a1,ok
73,6,r73t06a1,ok
73,7,r73t07a1,ok
73,8,r73t08a1,ok
73,9,r73t09a1,ok
73,10,r73t10a1,ok
73,11,r73t11a1,ok
73,12,r73t12a1,ok
73,13,r73t13a1,ok
73,14,r73t14a1,ok
73,15,r73t15a1,ok
73,16,r73t16a1,ok
73,17,r73t17a1,ok
73,18,r73t18a1,ok
73,19,r73t19a1,ok
73,20,r73t20a1,ok
73,21,r73t21a1,ok
73,22,r73t22a1,ok
73,23,r73t23a1,ok
73,24,r73t24a1,ok
73,25,r73t25a1,ok
73,26,r73t26a1,ok
73,27,r73t27a1,ok
73,28,r73t28a1,ok
73,29,r73t29a1,ok
73,30,r73t30a1,ok
73,31,r73t31a1,ok
73,32,r73t32a1,ok
73,33,r73t33a1,ok
73,34,r73t34a1,ok
73,35,r73t35a1,ok
73,36,r73t36a1,ok
