rep,trial_number,attempt_id,status
201,1,r201t01a1,ok
201,2,r201t02a1,ok
201,3,r201t03a1,ok
201,4,r201t04a1,ok
201,5,r201t05a1,ok
201,6,r201t06a1,ok
201,7,r201t07a1,ok
201,8,r201t08a1,ok
201,9,r201t09a1,ok
201,10,r201t10a1,ok
201,11,r201t11a1,ok
201,12,r201t12a1,ok
201,13,r201t13a1,ok
201,14,r201t14a1,ok
201,15,r201t15a1,ok
201,16,r201t16a1,ok
201,17,r201t17a1,ok
201,18,r201t18a1,ok
201,19,r201t19a1,ok
201,20,r201t20a1,ok
201,21,r201t21a1,ok
201,22,r201t22a1,ok
201,23,r201t23a1,ok
201,24,r201t24a1,ok
201,25,r201t25a1,ok
201,26,r201t26a1,ok
201,27,r201t27a1,ok
201,28,r201t28a1,ok
201,29,r201t29a1,ok
201,30,r201t30a1,ok
201,31,r201t31a1,ok
201,32,r201t32a1,ok
201,33,r201t33a1,ok
201,34,r201t34a1,ok
201,35,r201t35a1,ok
201,36,r201t36a1,ok
