rep,trial_number,attempt_id,status
35,1,r35t01a1,ok
35,2,r35t02a1,ok
35,3,r35t03a1,ok
35,4,r35t04a1,ok
35,5,r35t05a1,ok
35,6,r35t06a1,ok
35,7,r35t07a1,ok
35,8,r35t08a1,ok
35,9,r35t09a1,ok
35,10,r35t10a1,ok
35,11,r35t11a1,ok
35,12,r35t12a1,ok
35,13,r35t13a1,ok
35,14,r35t14a1,ok
35,15,r35t15a1,ok
35,16,r35t16a1,ok
35,17,r35t17a1,ok
35,18,r35t18a1,ok
35,19,r35t19a1,ok
35,20,r35t20a1,ok
35,21,r35t21a1,ok
35,22,r35t22a1,ok
35,23,r35t23a1,ok
35,24,r35t24a1,ok
35,25,r35t25a1,ok
35,26,r35t26a1,ok
35,27,r35t27a1,ok
35,28,r35t28a1,ok
35,29,r35t29a1,ok
35,30,r35t30a1,ok
35,31,r35t31a1,ok
35,32,r35t32a1,ok
35,33,r35t33a1,ok
35,34,r35t34a1,ok
35,35,r35t35a1,ok
35,36,r35t36a1,ok
