model,rep,condition,n_trials,total_accuracy,prev_rule_error_count,old_rule_reentry_count,choice_entropy,unparsable_count,recovery_latency_mean,latency_censored_count,intervention_count,intervention_coverage,corrective_override_count,harmful_override_count,net_correction,intervention_precision,subsequent_success_rate
claude-opus-4-8,255,RuleBlindFull,36.0,0.6944444444444444,10.0,7.0,0.9371,0.0,1.8,0.0,9.0,0.25,8.0,0.0,8.0,1.0,0.7777777777777778
claude-opus-4-8,255,WSLSBudgeted,36.0,0.6111111111111112,12.0,4.0,1.0023,0.0,2.8,1.0,9.0,0.25,6.0,1.0,5.0,0.8888888888888888,0.8888888888888888
claude-opus-4-8,256,RawLLM,36.0,0.3055555555555556,12.0,0.0,0.0,0.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-opus-4-8,256,WCDMinimal,36.0,0.5277777777777778,7.0,0.0,1.0023,0.0,3.2,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-opus-4-8,256,RuleBlindFull,36.0,0.4444444444444444,7.0,3.0,1.0409,0.0,4.0,2.0,9.0,0.25,5.0,0.0,5.0,1.0,0.5555555555555556
claude-opus-4-8,256,WSLSBudgeted,36.0,0.5277777777777778,7.0,0.0,1.0023,0.0,3.2,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-opus-4-8,257,RawLLM,36.0,0.16666666666666666,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-opus-4-8,257,WCDMinimal,36.0,0.3611111111111111,2.0,0.0,1.059,0.0,4.0,2.0,9.0,0.25,7.0,0.0,7.0,1.0,0.7777777777777778
claude-opus-4-8,257,RuleBlindFull,36.0,0.3055555555555556,3.0,1.0,0.9022,0.0,3.0,2.0,7.0,0.1944,5.0,0.0,5.0,1.0,0.2857142857142857
claude-opus-4-8,257,WSLSBudgeted,36.0,0.3611111111111111,2.0,0.0,1.059,0.0,4.0,2.0,9.0,0.25,7.0,0.0,7.0,1.0,0.7777777777777778
claude-opus-4-8,258,RawLLM,36.0,0.2777777777777778,7.0,0.0,0.0,0.0,4.2,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-opus-4-8,258,WCDMinimal,36.0,0.4722222222222222,2.0,0.0,1.0409,0.0,3.0,1.0,9.0,0.25,7.0,0.0,7.0,1.0,0.8888888888888888
claude-opus-4-8,258,RuleBlindFull,36.0,0.3333333333333333,7.0,3.0,0.8785,0.0,3.4,2.0,7.0,0.1944,3.0,1.0,2.0,0.8571428571428571,0.5714285714285714
claude-opus-4-8,258,WSLSBudgeted,36.0,0.4722222222222222,2.0,0.0,1.0409,0.0,3.0,1.0,9.0,0.25,7.0,0.0,7.0,1.0,0.8888888888888888
claude-opus-4-8,259,RawLLM,36.0,0.3611111111111111,5.0,0.0,0.0,0.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-opus-4-8,259,WCDMinimal,36.0,0.5277777777777778,3.0,0.0,1.059,0.0,3.0,1.0,9.0,0.25,6.0,0.0,6.0,1.0,0.6666666666666666
claude-opus-4-8,259,RuleBlindFull,36.0,0.5,2.0,1.0,0.7584,0.0,2.0,1.0,6.0,0.1667,5.0,0.0,5.0,1.0,0.5
claude-opus-4-8,259,WSLSBudgeted,36.0,0.5277777777777778,3.0,0.0,1.059,0.0,3.0,1.0,9.0,0.25,6.0,0.0,6.0,1.0,0.6666666666666666
claude-opus-4-8,260,RawLLM,36.0,0.3055555555555556,14.0,0.0,0.0,0.0,4.2,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-opus-4-8,260,WCDMinimal,36.0,0.5277777777777778,9.0,0.0,1.0023,0.0,2.6,1.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-opus-4-8,260,RuleBlindFull,36.0,0.4722222222222222,8.0,5.0,0.9371,0.0,2.4,1.0,9.0,0.25,6.0,0.0,6.0,1.0,0.6666666666666666
claude-opus-4-8,260,WSLSBudgeted,36.0,0.5277777777777778,9.0,0.0,1.0023,0.0,2.6,1.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,131,RawLLM,36.0,0.5,11.0,0.0,0.0,0.0,2.8,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,131,WCDMinimal,36.0,0.6388888888888888,5.0,2.0,0.9371,0.0,1.8,0.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,131,RuleBlindFull,36.0,0.6944444444444444,5.0,3.0,0.7107,0.0,1.4,0.0,7.0,0.1944,7.0,0.0,7.0,1.0,0.8571428571428571
claude-sonnet-5,131,WSLSBudgeted,36.0,0.6388888888888888,5.0,2.0,0.9371,0.0,1.8,0.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,132,RawLLM,36.0,0.5,18.0,1.0,0.1831,0.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,132,WCDMinimal,36.0,0.6111111111111112,12.0,3.0,1.1221,0.0,3.0,1.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,132,RuleBlindFull,36.0,0.6111111111111112,11.0,7.0,1.0972,0.0,2.4,0.0,9.0,0.25,5.0,1.0,4.0,0.8888888888888888,0.6666666666666666
claude-sonnet-5,132,WSLSBudgeted,36.0,0.6111111111111112,12.0,3.0,1.1221,0.0,3.0,1.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,133,RawLLM,36.0,0.3888888888888889,11.0,0.0,0.0,0.0,4.6,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,133,WCDMinimal,36.0,0.6111111111111112,6.0,0.0,1.0023,0.0,3.0,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,133,RuleBlindFull,36.0,0.5,7.0,3.0,0.9445,0.0,3.6,2.0,8.0,0.2222,4.0,0.0,4.0,1.0,0.625
claude-sonnet-5,133,WSLSBudgeted,36.0,0.6111111111111112,6.0,0.0,1.0023,0.0,3.0,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,134,RawLLM,36.0,0.16666666666666666,4.0,0.0,0.0,0.0,4.8,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,134,WCDMinimal,36.0,0.2222222222222222,1.0,0.0,0.4903,0.0,4.6,3.0,3.0,0.0833,2.0,0.0,2.0,1.0,0.6666666666666666
claude-sonnet-5,134,RuleBlindFull,36.0,0.19444444444444445,6.0,1.0,0.9022,0.0,4.6,3.0,7.0,0.1944,2.0,1.0,1.0,0.8571428571428571,0.2857142857142857
claude-sonnet-5,134,WSLSBudgeted,36.0,0.2222222222222222,1.0,0.0,0.4903,0.0,4.6,3.0,3.0,0.0833,2.0,0.0,2.0,1.0,0.6666666666666666
claude-sonnet-5,135,RawLLM,36.0,0.4444444444444444,13.0,0.0,0.1872,1.0,3.2,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,135,WCDMinimal,36.0,0.5833333333333334,7.0,4.0,0.9609,1.0,2.0,0.0,9.0,0.25,6.0,1.0,5.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,135,RuleBlindFull,36.0,0.6388888888888888,6.0,4.0,1.0189,1.0,1.6,0.0,8.0,0.2222,7.0,0.0,7.0,1.0,0.75
claude-sonnet-5,135,WSLSBudgeted,36.0,0.5833333333333334,7.0,4.0,0.9609,1.0,2.0,0.0,9.0,0.25,6.0,1.0,5.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,136,RawLLM,36.0,0.2777777777777778,13.0,0.0,0.1831,0.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,136,WCDMinimal,36.0,0.4722222222222222,8.0,0.0,0.9445,0.0,3.8,2.0,9.0,0.25,7.0,0.0,7.0,1.0,0.7777777777777778
claude-sonnet-5,136,RuleBlindFull,36.0,0.4166666666666667,6.0,3.0,1.0972,0.0,4.0,2.0,9.0,0.25,5.0,0.0,5.0,1.0,0.7777777777777778
claude-sonnet-5,136,WSLSBudgeted,36.0,0.4722222222222222,8.0,0.0,0.9445,0.0,3.8,2.0,9.0,0.25,7.0,0.0,7.0,1.0,0.7777777777777778
claude-sonnet-5,137,RawLLM,36.0,0.4166666666666667,13.0,0.0,0.1872,1.0,4.4,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,137,WCDMinimal,36.0,0.6388888888888888,8.0,0.0,0.8998,1.0,2.4,1.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,137,RuleBlindFull,36.0,0.5277777777777778,8.0,4.0,1.1405,1.0,3.2,1.0,9.0,0.25,5.0,1.0,4.0,0.8888888888888888,0.6666666666666666
claude-sonnet-5,137,WSLSBudgeted,36.0,0.6388888888888888,8.0,0.0,0.8998,1.0,2.4,1.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,138,RawLLM,36.0,0.0,1.0,0.0,0.1831,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,138,WCDMinimal,36.0,0.0,1.0,0.0,0.1831,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,138,RuleBlindFull,36.0,0.0,6.0,0.0,0.9022,0.0,6.0,5.0,6.0,0.1667,0.0,0.0,0.0,1.0,0.0
claude-sonnet-5,138,WSLSBudgeted,36.0,0.0,1.0,0.0,0.1831,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,139,RawLLM,36.0,0.4444444444444444,13.0,0.0,0.0,0.0,3.2,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,139,WCDMinimal,36.0,0.6111111111111112,6.0,3.0,1.0409,0.0,1.8,0.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,139,RuleBlindFull,36.0,0.5833333333333334,5.0,3.0,1.0409,0.0,2.2,0.0,9.0,0.25,5.0,0.0,5.0,1.0,0.7777777777777778
claude-sonnet-5,139,WSLSBudgeted,36.0,0.6111111111111112,6.0,3.0,1.0409,0.0,1.8,0.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,140,RawLLM,36.0,0.1388888888888889,7.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,140,WCDMinimal,36.0,0.3611111111111111,2.0,0.0,1.0023,0.0,3.2,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,140,RuleBlindFull,36.0,0.2222222222222222,6.0,2.0,0.9445,0.0,4.2,3.0,8.0,0.2222,3.0,0.0,3.0,1.0,0.375
claude-sonnet-5,140,WSLSBudgeted,36.0,0.3611111111111111,2.0,0.0,1.0023,0.0,3.2,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,141,RawLLM,36.0,0.3888888888888889,12.0,0.0,0.0,0.0,3.6,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,141,WCDMinimal,36.0,0.5277777777777778,6.0,3.0,0.9371,0.0,2.4,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,141,RuleBlindFull,36.0,0.5,8.0,4.0,0.9371,0.0,2.4,1.0,9.0,0.25,5.0,1.0,4.0,0.8888888888888888,0.5555555555555556
claude-sonnet-5,141,WSLSBudgeted,36.0,0.5277777777777778,6.0,3.0,0.9371,0.0,2.4,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,142,RawLLM,36.0,0.3611111111111111,11.0,0.0,0.0,2.0,4.8,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,142,WCDMinimal,36.0,0.5833333333333334,9.0,0.0,1.0961,2.0,3.4,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,142,RuleBlindFull,36.0,0.5,8.0,4.0,0.8554,2.0,3.2,2.0,7.0,0.1944,5.0,0.0,5.0,1.0,0.42857142857142855
claude-sonnet-5,142,WSLSBudgeted,36.0,0.5833333333333334,9.0,0.0,1.0961,2.0,3.4,2.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,143,RawLLM,36.0,0.3611111111111111,11.0,0.0,0.1831,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,143,WCDMinimal,36.0,0.4722222222222222,7.0,1.0,1.1302,0.0,3.6,2.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,143,RuleBlindFull,36.0,0.4722222222222222,5.0,2.0,1.0972,0.0,3.2,1.0,9.0,0.25,4.0,0.0,4.0,1.0,0.6666666666666666
claude-sonnet-5,143,WSLSBudgeted,36.0,0.4722222222222222,7.0,1.0,1.1302,0.0,3.6,2.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,144,RawLLM,36.0,0.5,18.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,144,WCDMinimal,36.0,0.6111111111111112,12.0,3.0,1.0409,0.0,3.0,1.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,144,RuleBlindFull,36.0,0.6666666666666666,9.0,6.0,1.0409,0.0,2.2,0.0,9.0,0.25,6.0,0.0,6.0,1.0,0.7777777777777778
claude-sonnet-5,144,WSLSBudgeted,36.0,0.6111111111111112,12.0,3.0,1.0409,0.0,3.0,1.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,145,RawLLM,36.0,0.5,13.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,145,WCDMinimal,36.0,0.6388888888888888,7.0,4.0,0.9371,0.0,2.6,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,145,RuleBlindFull,36.0,0.6666666666666666,8.0,5.0,0.7107,0.0,2.2,1.0,7.0,0.1944,6.0,0.0,6.0,1.0,0.8571428571428571
claude-sonnet-5,145,WSLSBudgeted,36.0,0.6388888888888888,7.0,4.0,0.9371,0.0,2.6,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,146,RawLLM,36.0,0.3055555555555556,11.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,146,WCDMinimal,36.0,0.4444444444444444,5.0,2.0,0.9371,0.0,3.0,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,146,RuleBlindFull,36.0,0.4722222222222222,7.0,3.0,0.9371,0.0,2.8,1.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,0.6666666666666666
claude-sonnet-5,146,WSLSBudgeted,36.0,0.4444444444444444,5.0,2.0,0.9371,0.0,3.0,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,147,RawLLM,36.0,0.3333333333333333,11.0,0.0,0.1831,0.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,147,WCDMinimal,36.0,0.4722222222222222,5.0,2.0,1.0529,0.0,2.8,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,147,RuleBlindFull,36.0,0.5277777777777778,5.0,2.0,1.0529,0.0,2.6,1.0,9.0,0.25,7.0,0.0,7.0,1.0,0.6666666666666666
claude-sonnet-5,147,WSLSBudgeted,36.0,0.4722222222222222,5.0,2.0,1.0529,0.0,2.8,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,148,RawLLM,36.0,0.3888888888888889,10.0,1.0,0.4903,0.0,4.2,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,148,WCDMinimal,36.0,0.5555555555555556,8.0,1.0,1.1302,0.0,3.8,1.0,9.0,0.25,6.0,0.0,6.0,1.0,0.6666666666666666
claude-sonnet-5,148,RuleBlindFull,36.0,0.5,6.0,2.0,1.2244,0.0,3.4,1.0,9.0,0.25,5.0,1.0,4.0,0.8888888888888888,0.6666666666666666
claude-sonnet-5,148,WSLSBudgeted,36.0,0.5555555555555556,8.0,1.0,1.1302,0.0,3.8,1.0,9.0,0.25,6.0,0.0,6.0,1.0,0.6666666666666666
claude-sonnet-5,149,RawLLM,36.0,0.3333333333333333,5.0,0.0,0.1831,0.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,149,WCDMinimal,36.0,0.5555555555555556,2.0,0.0,1.0409,0.0,2.4,1.0,9.0,0.25,8.0,0.0,8.0,1.0,1.0
claude-sonnet-5,149,RuleBlindFull,36.0,0.4166666666666667,4.0,1.0,0.8785,0.0,3.2,2.0,6.0,0.1667,3.0,0.0,3.0,1.0,0.3333333333333333
claude-sonnet-5,149,WSLSBudgeted,36.0,0.5555555555555556,2.0,0.0,1.0409,0.0,2.4,1.0,9.0,0.25,8.0,0.0,8.0,1.0,1.0
claude-sonnet-5,150,RawLLM,36.0,0.4722222222222222,19.0,0.0,0.0,0.0,4.2,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,150,WCDMinimal,36.0,0.6111111111111112,13.0,3.0,0.9371,0.0,3.0,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,150,RuleBlindFull,36.0,0.7222222222222222,10.0,7.0,0.8113,0.0,1.6,0.0,9.0,0.25,9.0,0.0,9.0,1.0,0.7777777777777778
claude-sonnet-5,150,WSLSBudgeted,36.0,0.6111111111111112,13.0,3.0,0.9371,0.0,3.0,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,151,RawLLM,36.0,0.3055555555555556,13.0,0.0,0.1831,0.0,4.2,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,151,WCDMinimal,36.0,0.4722222222222222,15.0,0.0,1.1221,0.0,3.6,2.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,1.0
claude-sonnet-5,151,RuleBlindFull,36.0,0.4166666666666667,9.0,5.0,1.0529,0.0,2.8,1.0,9.0,0.25,5.0,1.0,4.0,0.8888888888888888,0.6666666666666666
claude-sonnet-5,151,WSLSBudgeted,36.0,0.4722222222222222,15.0,0.0,1.1221,0.0,3.6,2.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,1.0
claude-sonnet-5,152,RawLLM,36.0,0.3055555555555556,12.0,0.0,0.0,0.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,152,WCDMinimal,36.0,0.5,7.0,0.0,1.0409,0.0,3.8,2.0,9.0,0.25,7.0,0.0,7.0,1.0,0.7777777777777778
claude-sonnet-5,152,RuleBlindFull,36.0,0.4444444444444444,5.0,2.0,1.0409,0.0,4.2,2.0,9.0,0.25,5.0,0.0,5.0,1.0,0.7777777777777778
claude-sonnet-5,152,WSLSBudgeted,36.0,0.5,7.0,0.0,1.0409,0.0,3.8,2.0,9.0,0.25,7.0,0.0,7.0,1.0,0.7777777777777778
claude-sonnet-5,153,RawLLM,36.0,0.4722222222222222,18.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,153,WCDMinimal,36.0,0.6111111111111112,11.0,4.0,1.0189,1.0,2.6,1.0,9.0,0.25,6.0,1.0,5.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,153,RuleBlindFull,36.0,0.6388888888888888,9.0,5.0,0.9518,1.0,2.2,1.0,9.0,0.25,6.0,0.0,6.0,1.0,0.6666666666666666
claude-sonnet-5,153,WSLSBudgeted,36.0,0.6111111111111112,11.0,4.0,1.0189,1.0,2.6,1.0,9.0,0.25,6.0,1.0,5.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,154,RawLLM,36.0,0.3611111111111111,12.0,0.0,0.0,0.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,154,WCDMinimal,36.0,0.5,6.0,3.0,0.9371,0.0,2.6,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,154,RuleBlindFull,36.0,0.5555555555555556,6.0,3.0,0.9371,0.0,2.4,1.0,9.0,0.25,7.0,0.0,7.0,1.0,0.6666666666666666
claude-sonnet-5,154,WSLSBudgeted,36.0,0.5,6.0,3.0,0.9371,0.0,2.6,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,155,RawLLM,36.0,0.5,12.0,0.0,0.0,1.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,155,WCDMinimal,36.0,0.6666666666666666,5.0,2.0,1.0773,1.0,2.6,1.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,155,RuleBlindFull,36.0,0.6111111111111112,7.0,3.0,1.0773,1.0,2.8,1.0,9.0,0.25,5.0,1.0,4.0,0.8888888888888888,0.7777777777777778
claude-sonnet-5,155,WSLSBudgeted,36.0,0.6666666666666666,5.0,2.0,1.0773,1.0,2.6,1.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,156,RawLLM,36.0,0.3333333333333333,12.0,0.0,0.0,0.0,4.2,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,156,WCDMinimal,36.0,0.5555555555555556,7.0,0.0,1.0023,0.0,2.2,1.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,156,RuleBlindFull,36.0,0.5,6.0,3.0,0.9371,0.0,2.8,1.0,9.0,0.25,6.0,0.0,6.0,1.0,0.5555555555555556
claude-sonnet-5,156,WSLSBudgeted,36.0,0.5555555555555556,7.0,0.0,1.0023,0.0,2.2,1.0,9.0,0.25,8.0,0.0,8.0,1.0,0.8888888888888888
claude-sonnet-5,157,RawLLM,36.0,0.2777777777777778,10.0,0.0,0.0,0.0,3.6667,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,157,WCDMinimal,36.0,0.4444444444444444,3.0,0.0,1.059,0.0,3.0,2.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,157,RuleBlindFull,36.0,0.3611111111111111,8.0,3.0,1.059,0.0,3.1667,2.0,9.0,0.25,4.0,1.0,3.0,0.8888888888888888,0.5555555555555556
claude-sonnet-5,157,WSLSBudgeted,36.0,0.4444444444444444,3.0,0.0,1.059,0.0,3.0,2.0,9.0,0.25,7.0,1.0,6.0,0.8888888888888888,0.8888888888888888
claude-sonnet-5,158,RawLLM,36.0,0.5833333333333334,15.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,158,WCDMinimal,36.0,0.7222222222222222,9.0,1.0,0.9371,0.0,2.3333,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.8888888888888888
claude-sonnet-5,158,RuleBlindFull,36.0,0.8333333333333334,6.0,3.0,0.8113,0.0,1.5,0.0,9.0,0.25,9.0,0.0,9.0,1.0,1.0
claude-sonnet-5,158,WSLSBudgeted,36.0,0.7222222222222222,9.0,1.0,0.9371,0.0,2.3333,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.8888888888888888
claude-sonnet-5,159,RawLLM,36.0,0.1388888888888889,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,159,WCDMinimal,36.0,0.2222222222222222,1.0,0.0,0.5934,0.0,4.6,3.0,4.0,0.1111,3.0,0.0,3.0,1.0,0.75
claude-sonnet-5,159,RuleBlindFull,36.0,0.25,4.0,1.0,0.9864,0.0,4.6,2.0,8.0,0.2222,5.0,1.0,4.0,0.875,0.375
claude-sonnet-5,159,WSLSBudgeted,36.0,0.2222222222222222,1.0,0.0,0.5934,0.0,4.6,3.0,4.0,0.1111,3.0,0.0,3.0,1.0,0.75
claude-sonnet-5,160,RawLLM,36.0,0.3333333333333333,12.0,0.0,0.0,0.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,160,WCDMinimal,36.0,0.4722222222222222,6.0,3.0,0.9371,0.0,2.6,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,160,RuleBlindFull,36.0,0.5,7.0,4.0,0.885,0.0,2.2,1.0,8.0,0.2222,6.0,0.0,6.0,1.0,0.625
claude-sonnet-5,160,WSLSBudgeted,36.0,0.4722222222222222,6.0,3.0,0.9371,0.0,2.6,1.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,161,RawLLM,36.0,0.25,12.0,1.0,0.1831,0.0,3.6667,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,161,WCDMinimal,36.0,0.3888888888888889,6.0,3.0,0.885,0.0,2.8333,2.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,161,RuleBlindFull,36.0,0.4166666666666667,7.0,4.0,0.9371,0.0,2.5,2.0,8.0,0.2222,6.0,0.0,6.0,1.0,0.625
claude-sonnet-5,161,WSLSBudgeted,36.0,0.3888888888888889,6.0,3.0,0.885,0.0,2.8333,2.0,9.0,0.25,7.0,2.0,5.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,162,RawLLM,36.0,0.3888888888888889,15.0,0.0,0.0,0.0,4.25,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,162,WCDMinimal,36.0,0.5,9.0,0.0,0.9371,0.0,3.5,1.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,162,RuleBlindFull,36.0,0.5277777777777778,7.0,4.0,0.9371,0.0,2.75,0.0,9.0,0.25,5.0,0.0,5.0,1.0,0.3333333333333333
claude-sonnet-5,162,WSLSBudgeted,36.0,0.5,9.0,0.0,0.9371,0.0,3.5,1.0,9.0,0.25,6.0,2.0,4.0,0.7777777777777778,0.7777777777777778
claude-sonnet-5,163,RawLLM,36.0,0.5,11.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
claude-sonnet-5,163,WCDMinimal,36.0,0.6388888888888888,4.0,1.0,1.0023,0.0,3.2,1.0,9.0,0.25,6.0,1.0,5.0,0.8888888888888888,0.8888888888888888
