rep,trial_number,attempt_id,status
197,1,r197t01a1,ok
197,2,r197t02a1,ok
197,3,r197t03a1,ok
197,4,r197t04a1,ok
197,5,r197t05a1,ok
197,6,r197t06a1,ok
197,7,r197t07a1,ok
197,8,r197t08a1,ok
197,9,r197t09a1,ok
197,10,r197t10a1,ok
197,11,r197t11a1,ok
197,12,r197t12a1,ok
197,13,r197t13a1,ok
197,14,r197t14a1,ok
197,15,r197t15a1,ok
197,16,r197t16a1,ok
197,17,r197t17a1,ok
197,18,r197t18a1,ok
197,19,r197t19a1,ok
197,20,r197t20a1,ok
197,21,r197t21a1,ok
197,22,r197t22a1,ok
197,23,r197t23a1,ok
197,24,r197t24a1,ok
197,25,r197t25a1,ok
197,26,r197t26a1,ok
197,27,r197t27a1,ok
197,28,r197t28a1,ok
197,29,r197t29a1,ok
197,30,r197t30a1,ok
197,31,r197t31a1,ok
197,32,r197t32a1,ok
197,33,r197t33a1,ok
197,34,r197t34a1,ok
197,35,r197t35a1,ok
197,36,r197t36a1,ok
