rep,trial_number,attempt_id,status
249,1,r249t01a1,ok
249,2,r249t02a1,ok
249,3,r249t03a1,ok
249,4,r249t04a1,ok
249,5,r249t05a1,ok
249,6,r249t06a1,ok
249,7,r249t07a1,ok
249,8,r249t08a1,ok
249,9,r249t09a1,ok
249,10,r249t10a1,ok
249,11,r249t11a1,ok
249,12,r249t12a1,ok
249,13,r249t13a1,ok
249,14,r249t14a1,ok
249,15,r249t15a1,ok
249,16,r249t16a1,ok
249,17,r249t17a1,ok
249,18,r249t18a1,ok
249,19,r249t19a1,ok
249,20,r249t20a1,ok
249,21,r249t21a1,ok
249,22,r249t22a1,ok
249,23,r249t23a1,ok
249,24,r249t24a1,ok
249,25,r249t25a1,ok
249,26,r249t26a1,ok
249,27,r249t27a1,ok
249,28,r249t28a1,ok
249,29,r249t29a1,ok
249,30,r249t30a1,ok
249,31,r249t31a1,ok
249,32,r249t32a1,ok
249,33,r249t33a1,ok
249,34,r249t34a1,ok
249,35,r249t35a1,ok
249,36,r249t36a1,ok
