rep,trial_number,attempt_id,status
76,1,r76t01a1,ok
76,2,r76t02a1,ok
76,3,r76t03a1,ok
76,4,r76t04a1,ok
76,5,r76t05a1,ok
76,6,r76t06a1,ok
76,7,r76t07a1,ok
76,8,r76t08a1,ok
76,9,r76t09a1,ok
76,10,r76t10a1,ok
76,11,r76t11a1,ok
76,12,r76t12a1,ok
76,13,r76t13a1,ok
76,14,r76t14a1,ok
76,15,r76t15a1,ok
76,16,r76t16a1,ok
76,17,r76t17a1,ok
76,18,r76t18a1,ok
76,19,r76t19a1,ok
76,20,r76t20a1,ok
76,21,r76t21a1,ok
76,22,r76t22a1,ok
76,23,r76t23a1,ok
76,24,r76t24a1,ok
76,25,r76t25a1,ok
76,26,r76t26a1,ok
76,27,r76t27a1,ok
76,28,r76t28a1,ok
76,29,r76t29a1,ok
76,30,r76t30a1,ok
76,31,r76t31a1,ok
76,32,r76t32a1,ok
76,33,r76t33a1,ok
76,34,r76t34a1,ok
76,35,r76t35a1,ok
76,36,r76t36a1,ok
