rep,trial_number,attempt_id,status
67,1,r67t01a1,ok
67,2,r67t02a1,ok
67,3,r67t03a1,ok
67,4,r67t04a1,ok
67,5,r67t05a1,ok
67,6,r67t06a1,ok
67,7,r67t07a1,ok
67,8,r67t08a1,ok
67,9,r67t09a1,ok
67,10,r67t10a1,ok
67,11,r67t11a1,ok
67,12,r67t12a1,ok
67,13,r67t13a1,ok
67,14,r67t14a1,ok
67,15,r67t15a1,ok
67,16,r67t16a1,ok
67,17,r67t17a1,ok
67,18,r67t18a1,ok
67,19,r67t19a1,ok
67,20,r67t20a1,ok
67,21,r67t21a1,ok
67,22,r67t22a1,ok
67,23,r67t23a1,ok
67,24,r67t24a1,ok
67,25,r67t25a1,ok
67,26,r67t26a1,ok
67,27,r67t27a1,ok
67,28,r67t28a1,ok
67,29,r67t29a1,ok
67,30,r67t30a1,ok
67,31,r67t31a1,ok
67,32,r67t32a1,ok
67,33,r67t33a1,ok
67,34,r67t34a1,ok
67,35,r67t35a1,ok
67,36,r67t36a1,ok
