rep,trial_number,attempt_id,status
59,1,r59t01a1,ok
59,2,r59t02a1,ok
59,3,r59t03a1,ok
59,4,r59t04a1,ok
59,5,r59t05a1,ok
59,6,r59t06a1,ok
59,7,r59t07a1,ok
59,8,r59t08a1,ok
59,9,r59t09a1,ok
59,10,r59t10a1,ok
59,11,r59t11a1,ok
59,12,r59t12a1,ok
59,13,r59t13a1,ok
59,14,r59t14a1,ok
59,15,r59t15a1,ok
59,16,r59t16a1,ok
59,17,r59t17a1,ok
59,18,r59t18a1,ok
59,19,r59t19a1,ok
59,20,r59t20a1,ok
59,21,r59t21a1,ok
59,22,r59t22a1,ok
59,23,r59t23a1,ok
59,24,r59t24a1,ok
59,25,r59t25a1,ok
59,26,r59t26a1,ok
59,27,r59t27a1,ok
59,28,r59t28a1,ok
59,29,r59t29a1,ok
59,30,r59t30a1,ok
59,31,r59t31a1,ok
59,32,r59t32a1,ok
59,33,r59t33a1,ok
59,34,r59t34a1,ok
59,35,r59t35a1,ok
59,36,r59t36a1,ok
