rep,trial_number,attempt_id,status
230,1,r230t01a1,ok
230,2,r230t02a1,ok
230,3,r230t03a1,ok
230,4,r230t04a1,ok
230,5,r230t05a1,ok
230,6,r230t06a1,ok
230,7,r230t07a1,ok
230,8,r230t08a1,ok
230,9,r230t09a1,ok
230,10,r230t10a1,ok
230,11,r230t11a1,ok
230,12,r230t12a1,ok
230,13,r230t13a1,ok
230,14,r230t14a1,ok
230,15,r230t15a1,ok
230,16,r230t16a1,ok
230,17,r230t17a1,ok
230,18,r230t18a1,ok
230,19,r230t19a1,ok
230,20,r230t20a1,ok
230,21,r230t21a1,ok
230,22,r230t22a1,ok
230,23,r230t23a1,ok
230,24,r230t24a1,ok
230,25,r230t25a1,ok
230,26,r230t26a1,ok
230,27,r230t27a1,ok
230,28,r230t28a1,ok
230,29,r230t29a1,ok
230,30,r230t30a1,ok
230,31,r230t31a1,ok
230,32,r230t32a1,ok
230,33,r230t33a1,ok
230,34,r230t34a1,ok
230,35,r230t35a1,ok
230,36,r230t36a1,ok
