rep,trial_number,attempt_id,status
39,1,r39t01a1,ok
39,2,r39t02a1,ok
39,3,r39t03a1,ok
39,4,r39t04a1,ok
39,5,r39t05a1,ok
39,6,r39t06a1,ok
39,7,r39t07a1,ok
39,8,r39t08a1,ok
39,9,r39t09a1,ok
39,10,r39t10a1,ok
39,11,r39t11a1,ok
39,12,r39t12a1,ok
39,13,r39t13a1,ok
39,14,r39t14a1,ok
39,15,r39t15a1,ok
39,16,r39t16a1,ok
39,17,r39t17a1,ok
39,18,r39t18a1,ok
39,19,r39t19a1,ok
39,20,r39t20a1,ok
39,21,r39t21a1,ok
39,22,r39t22a1,ok
39,23,r39t23a1,ok
39,24,r39t24a1,ok
39,25,r39t25a1,ok
39,26,r39t26a1,ok
39,27,r39t27a1,ok
39,28,r39t28a1,ok
39,29,r39t29a1,ok
39,30,r39t30a1,ok
39,31,r39t31a1,ok
39,32,r39t32a1,ok
39,33,r39t33a1,ok
39,34,r39t34a1,ok
39,35,r39t35a1,ok
39,36,r39t36a1,ok
