rep,trial_number,attempt_id,status
106,1,r106t01a1,ok
106,2,r106t02a1,ok
106,3,r106t03a1,ok
106,4,r106t04a1,ok
106,5,r106t05a1,ok
106,6,r106t06a1,ok
106,7,r106t07a1,ok
106,8,r106t08a1,ok
106,9,r106t09a1,ok
106,10,r106t10a1,ok
106,11,r106t11a1,ok
106,12,r106t12a1,ok
106,13,r106t13a1,ok
106,14,r106t14a1,ok
106,15,r106t15a1,ok
106,16,r106t16a1,ok
106,17,r106t17a1,ok
106,18,r106t18a1,ok
106,19,r106t19a1,ok
106,20,r106t20a1,ok
106,21,r106t21a1,ok
106,22,r106t22a1,ok
106,23,r106t23a1,ok
106,24,r106t24a1,ok
106,25,r106t25a1,ok
106,26,r106t26a1,ok
106,27,r106t27a1,ok
106,28,r106t28a1,ok
106,29,r106t29a1,ok
106,30,r106t30a1,ok
106,31,r106t31a1,ok
106,32,r106t32a1,ok
106,33,r106t33a1,ok
106,34,r106t34a1,ok
106,35,r106t35a1,ok
106,36,r106t36a1,ok
